Layer_index,Shape,Weight Size,Input Size,Output Size,f_read,f_write,f_flops,f_peakmem,b_read,b_write,b_flops,b_peakmem
20,"Conv2d(144, 144, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), groups=144, bias=False)",5184,1806336,451584,1811520,451584,1016064,46583712,2714688,1811520,2032128,46132128
21,"BatchNorm2d(144, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1152,451584,451584,452736,451584,564480,47035296,1355904,452736,1128960,46583712
22,"Conv2d(144, 32, kernel_size=(1, 1), stride=(1, 1), bias=False)",18432,451584,100352,470016,100352,3612672,47135648,670720,470016,7225344,47035296
23,"BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",256,100352,100352,100608,100352,125440,47236000,301312,100608,250880,47135648
24,"Conv2d(32, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",24576,100352,602112,124928,602112,4816896,47838112,1329152,124928,9633792,47236000
25,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,602112,602112,603648,602112,752640,48440224,1807872,603648,1505280,47838112
26,"Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=192, bias=False)",6912,602112,602112,609024,602112,1354752,49042336,1813248,609024,2709504,48440224
27,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,602112,602112,603648,602112,752640,49644448,1807872,603648,1505280,49042336
28,"Conv2d(192, 32, kernel_size=(1, 1), stride=(1, 1), bias=False)",24576,602112,100352,626688,100352,4816896,49744800,827392,626688,9633792,49644448
29,"BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",256,100352,100352,100608,100352,125440,49845152,301312,100608,250880,49744800
30,"Conv2d(32, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",24576,100352,602112,124928,602112,4816896,50447264,1329152,124928,9633792,49845152
31,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,602112,602112,603648,602112,752640,51049376,1807872,603648,1505280,50447264
32,"Conv2d(192, 192, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=192, bias=False)",6912,602112,602112,609024,602112,1354752,51651488,1813248,609024,2709504,51049376
33,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,602112,602112,603648,602112,752640,52253600,1807872,603648,1505280,51651488
34,"Conv2d(192, 32, kernel_size=(1, 1), stride=(1, 1), bias=False)",24576,602112,100352,626688,100352,4816896,52353952,827392,626688,9633792,52253600
35,"BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",256,100352,100352,100608,100352,125440,52454304,301312,100608,250880,52353952
36,"Conv2d(32, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",24576,100352,602112,124928,602112,4816896,53056416,1329152,124928,9633792,52454304
37,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,602112,602112,603648,602112,752640,53658528,1807872,603648,1505280,53056416
38,"Conv2d(192, 192, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), groups=192, bias=False)",6912,602112,150528,609024,150528,338688,53809056,910080,609024,677376,53658528
39,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1536,150528,150528,152064,150528,188160,53959584,453120,152064,376320,53809056
40,"Conv2d(192, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)",49152,150528,50176,199680,50176,2408448,54009760,300032,199680,4816896,53959584
41,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",512,50176,50176,50688,50176,62720,54059936,151040,50688,125440,54009760
42,"Conv2d(64, 384, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,50176,301056,148480,301056,4816896,54360992,750592,148480,9633792,54059936
43,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,54662048,906240,304128,752640,54360992
44,"Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=384, bias=False)",13824,301056,301056,314880,301056,677376,54963104,916992,314880,1354752,54662048
45,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,55264160,906240,304128,752640,54963104
46,"Conv2d(384, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,301056,50176,399360,50176,4816896,55314336,499712,399360,9633792,55264160
47,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",512,50176,50176,50688,50176,62720,55364512,151040,50688,125440,55314336
48,"Conv2d(64, 384, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,50176,301056,148480,301056,4816896,55665568,750592,148480,9633792,55364512
49,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,55966624,906240,304128,752640,55665568
50,"Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=384, bias=False)",13824,301056,301056,314880,301056,677376,56267680,916992,314880,1354752,55966624
51,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,56568736,906240,304128,752640,56267680
52,"Conv2d(384, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,301056,50176,399360,50176,4816896,56618912,499712,399360,9633792,56568736
53,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",512,50176,50176,50688,50176,62720,56669088,151040,50688,125440,56618912
54,"Conv2d(64, 384, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,50176,301056,148480,301056,4816896,56970144,750592,148480,9633792,56669088
55,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,57271200,906240,304128,752640,56970144
56,"Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=384, bias=False)",13824,301056,301056,314880,301056,677376,57572256,916992,314880,1354752,57271200
57,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,57873312,906240,304128,752640,57572256
58,"Conv2d(384, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,301056,50176,399360,50176,4816896,57923488,499712,399360,9633792,57873312
59,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",512,50176,50176,50688,50176,62720,57973664,151040,50688,125440,57923488
60,"Conv2d(64, 384, kernel_size=(1, 1), stride=(1, 1), bias=False)",98304,50176,301056,148480,301056,4816896,58274720,750592,148480,9633792,57973664
61,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,58575776,906240,304128,752640,58274720
62,"Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=384, bias=False)",13824,301056,301056,314880,301056,677376,58876832,916992,314880,1354752,58575776
63,"BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",3072,301056,301056,304128,301056,376320,59177888,906240,304128,752640,58876832
64,"Conv2d(384, 96, kernel_size=(1, 1), stride=(1, 1), bias=False)",147456,301056,75264,448512,75264,7225344,59253152,599040,448512,14450688,59177888
65,"BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",768,75264,75264,76032,75264,94080,59328416,226560,76032,188160,59253152
66,"Conv2d(96, 576, kernel_size=(1, 1), stride=(1, 1), bias=False)",221184,75264,451584,296448,451584,10838016,59780000,1199616,296448,21676032,59328416
67,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,451584,451584,456192,451584,564480,60231584,1359360,456192,1128960,59780000
68,"Conv2d(576, 576, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=576, bias=False)",20736,451584,451584,472320,451584,1016064,60683168,1375488,472320,2032128,60231584
69,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,451584,451584,456192,451584,564480,61134752,1359360,456192,1128960,60683168
70,"Conv2d(576, 96, kernel_size=(1, 1), stride=(1, 1), bias=False)",221184,451584,75264,672768,75264,10838016,61210016,823296,672768,21676032,61134752
71,"BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",768,75264,75264,76032,75264,94080,61285280,226560,76032,188160,61210016
72,"Conv2d(96, 576, kernel_size=(1, 1), stride=(1, 1), bias=False)",221184,75264,451584,296448,451584,10838016,61736864,1199616,296448,21676032,61285280
73,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,451584,451584,456192,451584,564480,62188448,1359360,456192,1128960,61736864
74,"Conv2d(576, 576, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=576, bias=False)",20736,451584,451584,472320,451584,1016064,62640032,1375488,472320,2032128,62188448
75,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,451584,451584,456192,451584,564480,63091616,1359360,456192,1128960,62640032
76,"Conv2d(576, 96, kernel_size=(1, 1), stride=(1, 1), bias=False)",221184,451584,75264,672768,75264,10838016,63166880,823296,672768,21676032,63091616
77,"BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",768,75264,75264,76032,75264,94080,63242144,226560,76032,188160,63166880
78,"Conv2d(96, 576, kernel_size=(1, 1), stride=(1, 1), bias=False)",221184,75264,451584,296448,451584,10838016,63693728,1199616,296448,21676032,63242144
79,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,451584,451584,456192,451584,564480,64145312,1359360,456192,1128960,63693728
80,"Conv2d(576, 576, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), groups=576, bias=False)",20736,451584,112896,472320,112896,254016,64258208,698112,472320,508032,64145312
81,"BatchNorm2d(576, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",4608,112896,112896,117504,112896,141120,64371104,343296,117504,282240,64258208
82,"Conv2d(576, 160, kernel_size=(1, 1), stride=(1, 1), bias=False)",368640,112896,31360,481536,31360,4515840,64402464,544256,481536,9031680,64371104
83,"BatchNorm2d(160, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1280,31360,31360,32640,31360,39200,64433824,95360,32640,78400,64402464
84,"Conv2d(160, 960, kernel_size=(1, 1), stride=(1, 1), bias=False)",614400,31360,188160,645760,188160,7526400,64621984,1022080,645760,15052800,64433824
85,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,64810144,572160,195840,470400,64621984
86,"Conv2d(960, 960, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=960, bias=False)",34560,188160,188160,222720,188160,423360,64998304,599040,222720,846720,64810144
87,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,65186464,572160,195840,470400,64998304
88,"Conv2d(960, 160, kernel_size=(1, 1), stride=(1, 1), bias=False)",614400,188160,31360,802560,31360,7526400,65217824,865280,802560,15052800,65186464
89,"BatchNorm2d(160, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1280,31360,31360,32640,31360,39200,65249184,95360,32640,78400,65217824
90,"Conv2d(160, 960, kernel_size=(1, 1), stride=(1, 1), bias=False)",614400,31360,188160,645760,188160,7526400,65437344,1022080,645760,15052800,65249184
91,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,65625504,572160,195840,470400,65437344
92,"Conv2d(960, 960, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=960, bias=False)",34560,188160,188160,222720,188160,423360,65813664,599040,222720,846720,65625504
93,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,66001824,572160,195840,470400,65813664
94,"Conv2d(960, 160, kernel_size=(1, 1), stride=(1, 1), bias=False)",614400,188160,31360,802560,31360,7526400,66033184,865280,802560,15052800,66001824
95,"BatchNorm2d(160, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1280,31360,31360,32640,31360,39200,66064544,95360,32640,78400,66033184
96,"Conv2d(160, 960, kernel_size=(1, 1), stride=(1, 1), bias=False)",614400,31360,188160,645760,188160,7526400,66252704,1022080,645760,15052800,66064544
97,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,66440864,572160,195840,470400,66252704
98,"Conv2d(960, 960, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=960, bias=False)",34560,188160,188160,222720,188160,423360,66629024,599040,222720,846720,66440864
99,"BatchNorm2d(960, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",7680,188160,188160,195840,188160,235200,66817184,572160,195840,470400,66629024
100,"Conv2d(960, 320, kernel_size=(1, 1), stride=(1, 1), bias=False)",1228800,188160,62720,1416960,62720,15052800,66879904,1542400,1416960,30105600,66817184
101,"BatchNorm2d(320, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",2560,62720,62720,65280,62720,78400,66942624,190720,65280,156800,66879904
102,"Conv2d(320, 1280, kernel_size=(1, 1), stride=(1, 1), bias=False)",1638400,62720,250880,1701120,250880,20070400,67193504,2202880,1701120,40140800,66942624
103,"BatchNorm2d(1280, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",10240,250880,250880,261120,250880,313600,67444384,762880,261120,627200,67193504
